0.1016949152542373,1,2
0.1016949152542373,2,1
0.3050847457627119,2,2
1.9322033898305078,2,3
2.440677966101695,1,3
2.7457627118644075,1,2
2.7457627118644075,2,1
5.491525423728812,2,2
6.9152542372881305,2,3
7.423728813559316,1,3
7.728813559322027,1,2
7.728813559322027,2,1
10.271186440677953,2,2
12.10169491525422,2,3
12.40677966101693,1,3
12.711864406779641,1,2
12.711864406779641,2,1
15.254237288135567,2,2
17.08474576271185,2,3
17.389830508474567,1,3
17.694915254237284,1,2
17.694915254237284,2,1
20.237288135593253,2,2
22.06779661016955,2,3
22.372881355932268,1,3
22.677966101694985,1,2
22.677966101694985,2,1
25.220338983050954,2,2
27.050847457627253,2,3
27.35593220338997,1,3
27.661016949152685,1,2
27.661016949152685,2,1
30.203389830508655,2,2
32.03389830508495,2,3
32.33898305084766,1,3
35.186440677966246,1,2
35.186440677966246,2,2
35.49152542372895,1,3
35.49152542372895,2,3
35.59322033898319,0,2
35.59322033898319,3,2
35.89830508474589,0,3
35.89830508474589,3,3
36.40677966101707,1,2
36.40677966101707,2,1
36.915254237288245,3,1
37.01694915254248,1,3
37.01694915254248,2,1
37.22033898305095,1,2
37.22033898305095,2,1
37.42372881355942,3,1
37.52542372881366,1,3
37.52542372881366,2,1
37.72881355932213,1,2
37.72881355932213,2,1
38.54237288135601,2,1
38.847457627118715,1,3
39.15254237288142,0,2
39.15254237288142,3,1
40.06779661016954,0,3
40.47457627118648,1,2
40.47457627118648,2,1
40.576271186440714,1,3
40.779661016949184,1,2
40.779661016949184,3,1
40.983050847457655,2,1
41.08474576271189,1,3
41.08474576271189,3,1
41.28813559322036,1,2
41.28813559322036,3,1
41.49152542372883,2,1
41.593220338983066,1,3
41.593220338983066,3,1
41.79661016949154,1,2
41.79661016949154,2,1
42.30508474576271,1,3
42.40677966101695,0,2
42.40677966101695,3,1
42.711864406779654,0,3
42.915254237288124,1,2
42.915254237288124,2,1
43.01694915254236,1,3
43.118644067796595,1,2
44.13559322033895,1,3
44.23728813559318,2,2
44.54237288135589,2,3
44.64406779661012,1,2
44.94915254237283,1,3
45.1525423728813,2,2
45.457627118644005,2,3
45.96610169491518,2,2
46.27118644067789,2,3
46.37288135593212,1,2
46.67796610169483,1,3
46.8813559322033,2,2
47.186440677966004,2,3
